Temperature_C,Humidity_Percent,CO_ppm
23.91,61.6,29.8
24.06,61.6,29.85
24.11,61.4,30.31
24.14,61.6,31.46
23.93,61.7,30.21
24.28,61.0,31.22
24.01,61.9,30.43
23.85,60.9,29.91
24.08,61.1,30.26
24.11,61.3,29.86
24.12,62.0,30.07
24.3,61.3,30.06
24.06,61.4,29.55
24.08,61.8,31.26
23.93,61.3,30.61
24.22,61.0,30.16
24.13,61.3,30.61
24.04,61.8,30.08
23.81,61.4,29.16
24.32,62.0,31.98
23.92,61.6,30.59
24.01,61.2,30.21
24.15,61.4,29.53
23.92,61.1,29.75
23.88,61.2,31.33
23.78,62.7,31.25
24.21,61.7,30.88
24.02,61.7,29.94
24.54,61.2,31.25
23.95,61.9,30.72
23.96,61.7,30.83
24.02,62.0,30.72
24.14,61.9,29.75
24.03,61.0,29.9
24.19,61.1,30.24
23.95,61.1,30.82
23.89,61.1,29.81
23.83,61.5,30.41
23.77,61.2,30.41
24.02,62.0,30.9
24.05,62.0,30.84
24.01,61.4,29.99
24.29,62.0,31.22
24.28,61.8,29.92
24.05,61.3,31.05
23.83,60.8,30.22
24.01,61.3,30.58
24.01,61.2,30.61
24.0,61.5,30.6
24.0,61.4,30.84
24.0,61.4,30.7
24.04,61.6,30.89
24.0,61.0,30.73
24.13,61.5,29.87
24.15,61.3,30.63
23.96,61.5,30.22
24.29,61.7,29.95
23.95,61.0,30.36
23.86,61.3,30.59
24.16,61.4,30.62
23.98,61.2,31.03
24.15,61.7,31.15
23.74,61.2,30.67
24.31,61.2,30.76
24.2,61.2,30.55
23.87,61.7,30.88
23.88,61.3,30.74
24.35,61.5,30.47
23.99,62.0,31.58
23.97,61.4,30.23
23.76,61.7,31.23
24.05,61.9,29.82
24.07,61.7,30.91
24.21,61.4,31.22
23.89,61.6,29.55
23.87,61.0,30.57
24.17,61.2,30.86
24.25,61.2,30.63
23.86,62.1,30.69
24.26,61.2,30.57
24.11,61.2,29.95
24.26,61.1,31.68
24.09,61.6,30.25
23.72,61.4,30.72
24.08,61.7,30.18
24.26,61.6,29.36
23.97,61.0,30.04
24.04,61.2,29.78
24.07,61.8,31.05
23.67,61.3,30.2
24.35,61.8,30.24
23.96,61.4,29.97
24.18,61.1,30.55
24.09,61.3,30.14
24.29,61.1,31.0
24.16,61.2,30.65
24.06,61.5,30.21
23.97,61.6,30.93
24.22,60.9,30.5
23.82,61.4,30.51
24.2,61.2,29.77
23.94,61.2,30.46
24.29,61.4,30.66
24.12,61.2,31.17
24.2,61.8,30.12
24.11,61.8,31.64
23.84,61.8,30.78
23.97,61.3,29.74
24.2,61.1,30.08
24.12,61.4,31.21
24.28,61.4,31.12
24.16,61.2,30.51
23.95,61.0,30.57
23.98,61.4,29.92
24.12,61.3,31.16
23.75,61.6,30.01
24.35,61.6,30.92
24.17,61.7,31.18
24.28,61.0,30.52
23.86,61.5,30.98
24.29,61.2,31.42
24.43,61.0,30.63
23.9,61.3,30.41
24.22,61.7,30.47
24.1,61.3,30.13
23.87,61.9,30.12
24.17,61.6,30.72
24.23,61.3,30.42
24.01,61.7,30.66
24.27,61.5,29.76
23.85,61.1,30.45
23.88,62.0,31.02
24.12,61.5,29.94
24.1,61.4,30.51
23.99,61.1,29.57
24.22,61.8,29.85
24.18,61.6,30.9
24.23,61.6,30.35
24.08,61.2,31.41
24.19,61.7,30.72
24.03,61.7,30.77
24.41,61.2,29.96
23.98,61.0,30.31
24.42,61.6,30.13
24.11,60.9,29.97
23.89,61.4,30.83
24.31,61.3,30.93
24.12,61.8,30.7
24.23,61.3,30.09
24.28,61.7,30.67
24.15,61.2,29.54
24.01,61.7,31.16
24.25,62.0,29.85
24.1,61.1,29.94
24.2,61.5,30.56
23.78,62.2,30.6
24.17,61.4,30.46
24.0,61.4,29.94
24.35,61.6,31.07
24.19,61.4,29.66
24.14,60.9,29.76
24.17,61.7,30.45
23.95,60.8,29.87
24.34,61.3,31.11
24.4,61.8,29.91
24.16,61.3,31.28
24.34,61.2,31.02
24.01,61.7,31.12
23.98,61.1,31.44
24.11,61.0,30.54
24.17,61.5,29.99
24.04,61.3,30.45
24.18,61.0,30.22
24.15,61.6,30.15
23.95,61.5,30.58
24.18,61.3,30.34
24.23,61.3,30.12
24.13,61.5,30.38
24.27,61.8,30.77
23.92,61.3,30.98
24.17,61.6,29.7
23.92,61.6,30.35
23.66,61.8,41.62
23.7,60.5,43.97
24.55,59.9,27.31
24.39,60.5,28.87
24.9,60.1,34.16
25.4,62.9,38.21
25.9,60.5,46.42
25.68,63.0,44.47
25.56,61.5,36.14
25.24,60.5,40.36
26.99,60.8,44.84
25.62,59.9,38.63
26.35,59.2,48.07
27.24,59.1,42.85
27.85,59.5,41.91
26.94,58.9,47.15
27.7,59.4,55.82
27.16,59.1,57.16
27.81,58.9,56.56
27.55,58.8,62.41
27.84,59.2,63.37
28.83,58.0,61.51
28.75,57.7,62.38
29.21,58.5,63.34
28.87,57.6,64.13
28.53,55.7,54.92
30.15,57.4,73.02
28.72,56.8,71.11
29.22,58.1,64.12
29.83,57.6,78.83
30.48,55.8,69.5
30.1,56.2,74.26
30.24,56.3,80.92
30.78,56.7,78.02
30.72,54.0,85.49
31.02,56.3,79.2
31.68,56.7,88.94
30.79,56.2,78.18
31.11,54.7,91.81
33.25,56.5,74.17
32.46,54.9,81.28
32.73,56.0,89.52
32.61,56.2,88.1
33.27,55.5,91.83
32.83,54.6,92.18
31.83,53.6,87.71
33.2,53.3,89.36
33.78,54.0,98.05
33.61,53.4,95.2
33.87,53.7,106.85
34.18,55.3,100.16
34.29,53.5,106.99
34.51,54.1,105.47
34.22,52.5,101.53
34.19,52.6,97.19
35.59,53.5,113.74
35.59,52.7,103.58
36.32,52.7,108.39
36.2,51.7,111.35
35.63,53.0,112.8
35.38,51.6,119.08
36.21,53.5,116.11
36.91,51.7,116.42
38.03,50.3,124.4
37.21,52.4,122.43
36.71,50.5,118.17
37.0,52.8,117.73
37.51,50.0,120.45
37.9,49.3,126.32
38.66,50.7,120.51
39.07,50.5,128.93
38.27,49.8,129.42
38.91,50.4,119.28
38.66,48.2,126.12
38.6,50.5,121.09
40.18,49.0,133.73
38.25,50.5,141.93
38.76,48.2,130.1
40.71,47.8,132.74
40.43,48.8,140.99
40.09,48.8,137.07
41.01,49.4,137.9
41.4,49.8,148.2
40.39,48.7,145.06
40.96,47.1,140.45
41.83,49.1,139.75
41.19,46.4,162.73
41.76,48.6,157.71
42.81,47.2,151.74
41.05,47.0,156.74
42.4,47.7,154.8
42.81,49.3,160.75
41.95,47.5,155.67
42.68,47.4,158.08
43.81,47.2,165.37
43.24,46.0,171.77
42.77,46.0,169.12
44.47,47.4,173.04
44.35,46.7,166.1
44.16,45.1,165.77
44.36,47.0,161.09
45.25,46.5,172.69
44.89,46.8,176.2
45.49,44.8,174.14
44.84,44.7,172.8
44.72,46.1,184.8
46.39,44.9,182.08
46.35,44.8,187.9
46.1,43.2,177.04
46.67,46.1,180.69
46.53,43.8,191.02
46.51,44.3,185.18
47.9,44.8,185.34
46.88,43.7,187.14
47.15,43.7,190.35
46.47,43.7,196.87
48.23,42.1,192.56
47.49,43.1,197.84
48.33,43.0,197.41
48.17,43.0,193.92
48.34,42.8,194.25
48.75,42.4,199.14
48.85,42.8,195.87
49.81,42.1,201.49
50.39,42.7,211.92
49.81,42.7,205.12
50.62,42.1,203.11
50.66,42.4,218.25
50.34,41.6,204.46
50.93,41.9,206.66
50.01,41.8,219.16
50.4,39.6,217.17
50.9,40.9,214.75
51.09,39.8,221.37
51.66,41.0,220.41
50.91,42.3,213.76
52.26,40.8,209.69
51.67,42.0,220.17
52.09,40.5,229.79
52.7,38.7,223.28
53.43,40.2,228.79
52.5,41.4,230.33
53.03,38.1,221.81
52.84,39.7,229.84
53.21,39.7,234.53
53.11,38.4,230.16
54.02,39.1,234.02
54.25,38.6,238.03
54.42,37.7,238.2
54.16,39.5,244.63
55.24,39.4,242.89
54.83,37.6,237.39
54.97,38.5,241.79
54.56,38.7,245.56
55.7,39.1,254.21
55.88,37.6,247.1
55.95,37.5,240.34
56.19,38.2,253.31
56.7,38.0,248.73
55.75,36.5,247.41
56.66,37.3,254.8
57.33,37.1,261.06
56.83,37.8,255.31
57.6,35.0,261.47
57.84,35.3,264.36
56.69,35.6,266.11
58.56,36.6,260.09
58.09,35.5,259.0
57.47,36.1,261.64
58.52,36.2,271.41
58.02,37.0,272.71
59.38,35.7,266.58
59.12,36.0,282.9
58.73,34.4,268.29
60.05,34.6,280.32
59.99,34.9,283.22
59.86,34.3,279.13
59.41,33.3,274.75
60.23,33.6,277.23
60.32,34.1,281.0
61.34,31.9,288.3
60.14,34.7,279.25
60.95,34.3,277.21
61.6,33.1,290.31
62.15,34.4,291.97
61.85,31.4,300.15
62.38,32.6,284.6
62.16,33.3,291.63
61.84,32.1,300.23
62.69,32.4,296.45
63.41,32.6,296.54
63.29,32.5,302.03
62.95,32.6,297.08
63.19,29.8,306.15
62.74,33.2,297.08
63.79,29.8,295.89
63.94,31.9,304.8
64.96,30.3,294.28
64.51,30.4,308.96
64.95,30.3,300.19
64.43,30.5,313.6
64.96,31.9,313.86
65.72,30.6,313.14
65.72,32.1,318.02
65.53,29.9,318.25
66.22,30.7,317.61
66.31,31.7,328.86
66.93,29.6,323.24
65.39,31.7,326.21
67.2,28.8,329.74
66.23,30.5,328.43
67.32,29.7,336.76
68.46,31.0,329.09
67.34,27.9,329.05
67.71,29.3,328.66
67.56,29.0,332.19
68.5,29.2,330.03
68.37,28.4,338.01
68.2,26.2,332.33
68.93,27.6,338.25
68.6,28.1,342.92
69.12,27.4,341.29
69.17,27.7,338.13
69.95,27.3,347.3
69.52,26.5,344.38
69.85,27.4,332.31
70.0,27.0,343.48
70.51,26.3,356.41
70.88,26.4,358.24
70.64,26.9,354.37
70.67,26.1,358.07
71.21,25.1,351.61
71.31,25.4,354.88
71.77,26.4,363.91
72.38,25.2,362.03
71.5,25.4,360.36
72.46,24.5,361.37
72.87,25.7,369.0
71.87,23.4,371.31
73.2,24.5,369.5
73.48,24.1,368.59
72.65,25.1,366.86
73.55,24.1,373.27
73.91,22.8,366.21
74.07,24.6,368.9
73.66,23.9,367.14
74.95,23.2,382.61
73.57,23.4,373.75
75.1,24.1,379.84
75.33,22.0,379.91
74.71,23.9,395.72
75.69,22.0,385.1
75.38,23.3,375.95
75.82,23.5,392.65
75.98,21.4,385.07
75.91,22.3,387.98
76.12,21.3,386.46
76.08,22.9,392.34
76.65,21.6,393.52
76.53,22.1,390.22
77.49,23.4,393.22
77.16,20.0,397.77
78.03,20.5,386.48
78.58,20.7,393.27
77.72,20.0,409.47
78.64,20.7,404.06
78.27,21.2,401.78
78.25,20.8,396.3
78.71,20.6,407.13
79.1,20.1,413.08
78.24,20.8,423.45
79.81,20.5,421.27
79.62,18.5,408.46
80.13,18.7,411.09
80.24,19.8,407.4
80.28,19.8,411.86
80.37,19.2,417.68
81.35,20.0,417.69
81.72,19.0,430.97
80.86,18.1,415.76
81.76,16.1,424.13
81.1,18.9,415.29
81.48,17.5,428.49
81.8,18.6,421.64
82.29,18.6,435.03
81.61,18.1,429.53
83.07,17.1,425.34
83.23,17.8,423.13
83.4,17.7,430.53
82.87,17.8,437.83
83.64,17.2,439.53
82.23,17.0,437.03
83.97,18.4,445.42
84.02,16.6,436.7
82.96,15.7,428.79
84.59,17.1,446.7
84.64,15.5,452.71
83.6,14.4,454.55
84.25,15.1,442.37
86.04,14.5,447.58
24.07,61.3,30.8
23.88,61.5,30.33
24.24,61.1,31.6
24.27,61.3,30.78
23.81,61.3,30.51
24.25,61.4,30.91
23.98,61.2,30.26
24.23,60.9,30.96
24.09,62.2,30.95
24.1,61.0,31.13
24.07,61.5,30.28
24.28,60.9,29.89
23.91,60.8,30.19
24.19,61.4,30.36
24.27,61.5,31.33
24.21,61.8,31.6
24.45,61.5,30.67
24.02,61.4,30.5
24.24,61.1,30.33
24.08,61.8,30.91
24.29,61.7,31.59
24.1,61.0,31.39
24.04,61.4,31.07
24.3,61.4,31.06
24.03,61.3,30.92
23.89,61.6,30.48
24.02,61.6,30.13
24.19,61.3,30.49
24.31,61.3,30.71
24.12,61.8,29.77
24.3,61.7,30.42
23.9,61.4,30.09
24.03,60.9,31.01
24.06,61.5,30.23
24.08,61.6,30.66
24.11,60.6,30.15
24.2,61.5,31.3
24.03,61.3,29.65
24.12,61.3,30.74
24.09,61.1,29.86
23.96,61.4,30.25
24.08,61.8,30.6
24.08,61.3,30.63
24.08,61.7,30.61
24.1,61.2,30.58
24.11,61.6,30.18
24.04,61.4,30.42
24.29,61.5,30.52
23.92,61.4,30.6
23.99,61.6,30.47
24.52,60.6,30.86
23.94,61.0,30.55
23.9,61.5,30.6
24.21,60.8,30.31
23.79,61.2,29.97
24.06,61.4,30.58
24.42,61.2,31.1
23.87,61.2,30.72
23.8,61.5,30.09
23.88,61.7,30.91
24.23,61.1,30.33
24.27,61.2,30.86
24.02,61.2,30.32
24.2,60.7,30.68
24.31,61.4,30.24
24.37,61.7,30.25
24.06,61.7,29.72
23.75,61.1,30.76
23.98,61.0,30.69
24.04,61.4,30.71
24.06,61.6,30.64
24.07,61.4,30.12
24.27,61.5,30.98
24.29,61.7,31.0
24.07,61.2,30.11
24.26,61.3,30.77
24.15,61.9,30.94
24.11,61.3,30.26
24.24,61.0,30.35
24.11,61.2,30.77
24.41,61.1,29.74
23.88,61.5,29.96
24.02,61.1,30.01
24.08,61.5,29.6
24.17,61.2,31.04
24.29,60.8,29.51
24.1,61.5,30.67
23.89,61.4,30.91
24.23,61.6,30.35
24.21,61.2,30.17
23.81,61.2,30.62
24.1,61.5,30.5
23.86,61.9,31.0
24.0,61.4,29.19
23.96,61.5,30.04
24.22,61.3,30.78
24.12,60.9,30.53
23.91,61.7,30.88
24.23,61.7,30.63
23.88,61.6,30.43
24.15,61.3,30.35
23.98,61.6,31.66
24.05,61.7,31.27
24.18,61.9,30.75
24.18,61.7,30.54
24.3,61.4,30.77
24.09,61.0,30.91
24.15,61.4,30.71
24.03,61.5,30.12
24.13,61.6,31.39
24.17,61.8,30.62
24.09,61.4,31.51
23.83,62.0,30.59
24.15,60.9,30.38
24.15,61.5,31.19
24.0,61.2,30.65
23.91,60.8,30.57
24.32,61.3,29.9
24.17,61.0,30.83
24.07,61.4,30.25
23.93,61.4,30.28
23.98,61.7,30.25
24.3,60.9,30.72
24.12,61.7,29.73
24.02,61.4,30.39
24.18,61.7,30.99
23.98,61.3,29.88
24.33,61.0,30.59
24.3,61.0,30.18
24.03,61.0,30.3
24.01,61.5,31.33
23.71,61.8,29.67
23.88,61.2,30.88
23.9,61.6,30.26
24.12,60.9,30.24
24.05,61.5,29.94
23.9,61.6,30.88
24.06,61.0,30.4
24.18,61.3,30.34
24.18,61.6,30.55
23.82,60.5,30.41
24.08,61.8,29.5
23.89,61.5,30.25
24.24,61.6,30.95
24.22,61.3,29.75
23.97,60.9,29.96
23.99,61.6,30.29
24.03,61.4,30.14
23.76,61.4,30.49
24.15,61.7,29.95
24.06,61.6,30.31
24.25,62.0,30.48
23.94,61.4,30.82
24.01,61.2,31.12
23.87,61.3,30.37
23.95,61.5,31.44
23.92,61.7,30.41
24.25,61.0,30.91
24.0,61.4,31.47
24.12,61.9,30.57
24.04,61.3,29.81
23.91,61.7,30.55
24.07,61.5,30.19
24.19,61.7,30.36
23.92,61.2,31.49
24.22,61.2,29.89
23.97,61.4,30.65
24.03,60.9,30.06
24.18,61.3,30.35
24.0,61.5,30.87
24.11,61.9,30.66
24.05,61.5,30.39
24.12,61.6,30.18
23.74,61.7,30.66
23.83,61.1,31.35
24.19,61.4,30.05
24.26,62.1,31.46
23.96,61.4,31.1
24.06,61.7,31.18
24.14,61.7,30.65
24.2,61.0,31.09
23.8,61.5,30.0
23.97,61.4,30.17
24.05,61.5,30.88
24.21,61.2,30.65
24.47,61.1,30.43
24.07,61.3,29.25
23.89,61.4,30.28
24.16,61.8,29.91
24.3,61.9,30.75
24.12,61.8,30.4
23.96,61.7,30.19
24.24,61.1,31.82
24.2,61.3,31.02
23.95,61.5,31.03
24.16,61.2,31.6
24.25,61.6,30.9
24.28,61.6,30.11
24.09,61.6,30.06
24.05,61.7,30.98
24.28,61.1,29.47
23.92,61.7,30.46
24.17,61.2,29.41
23.89,61.1,30.55
24.26,61.6,30.93
24.06,61.8,30.64
24.29,61.5,30.97
24.17,61.4,31.48
23.92,61.5,30.43
24.31,61.4,31.9
24.33,61.1,30.61
24.23,61.0,30.97
23.99,61.4,30.19
24.05,61.4,31.31
24.12,61.4,31.02
23.99,61.6,31.24
24.35,61.3,30.53
24.12,61.6,29.87
23.69,61.4,30.73
24.15,61.9,29.65
24.05,61.4,30.33
24.09,62.1,30.6
24.04,61.5,31.69
24.22,61.3,30.66
24.27,61.1,30.57
24.14,61.0,30.47
24.05,61.1,29.83
24.09,61.1,30.54
24.1,61.5,30.55
23.98,61.2,30.02
24.19,61.5,29.91
24.17,61.8,30.26
24.33,61.4,30.53
24.29,62.0,30.27
24.0,61.0,29.97
24.22,61.4,30.64
23.96,61.2,30.77
24.2,61.7,30.56
24.02,60.7,30.22
23.95,61.0,30.8
24.14,61.4,30.4
23.7,61.9,29.91
23.84,61.5,31.02
24.07,61.0,30.68
24.11,61.0,30.44
24.04,61.9,29.71
23.86,61.2,30.13
23.98,61.1,31.51
24.16,61.8,29.75
24.19,61.7,30.37
24.1,61.8,30.49
24.27,61.1,30.66
24.16,60.9,29.75
23.99,61.4,30.59
24.06,61.5,29.66
23.89,61.5,30.55
24.08,61.8,30.17
24.27,60.9,30.07
24.2,61.7,30.92
24.31,61.1,30.38
24.05,61.7,30.74
24.3,61.3,30.75
24.07,61.2,31.13
24.32,61.2,29.9
24.1,61.0,30.96
24.21,61.4,30.51
24.32,61.2,30.31
24.07,61.6,29.93
24.13,61.6,30.8
24.29,61.9,30.04
24.08,61.5,30.76
23.9,61.6,31.46
24.42,61.8,30.99
24.03,61.2,31.2
24.12,61.0,30.14
24.27,61.5,30.88
24.01,61.0,29.93
23.95,62.1,30.38
24.14,61.8,31.37
23.83,62.0,30.2
24.06,61.4,31.06
24.14,61.6,31.01
24.06,61.3,31.04
23.87,61.7,29.87
24.34,61.0,30.76
24.12,60.6,30.42
24.31,61.2,31.04
24.06,61.0,29.67
23.97,61.8,30.68
24.14,61.9,30.61
24.07,61.0,29.5
23.92,61.8,30.06
24.32,61.7,29.58
24.01,60.9,30.14
23.82,61.3,30.77
24.3,61.2,30.6
24.02,61.6,30.58
24.01,61.0,29.98
23.84,61.4,31.06
24.36,61.2,30.49
23.91,61.5,30.52
24.11,61.3,30.97
24.24,61.2,30.0
24.16,61.3,30.61
24.09,62.0,30.71
23.84,61.3,30.23
23.98,61.1,30.83
24.13,61.6,30.74
23.98,61.4,30.45
24.13,61.0,30.43
24.2,62.1,30.76
24.24,61.3,30.89
23.92,61.3,30.53
24.43,61.4,31.06
24.22,61.9,30.83
24.1,60.9,29.61
24.26,61.5,29.8
24.45,62.0,31.09
23.88,61.4,30.38
24.07,61.0,30.58
23.74,61.2,31.07
24.13,61.5,30.5
24.15,61.8,30.52
24.09,61.3,30.07
24.0,61.6,30.68
23.79,61.0,30.79
24.16,61.0,30.21
24.32,61.3,30.04
24.01,61.8,31.81
24.17,61.4,30.45
23.86,61.5,30.16
24.17,61.5,30.85
24.04,61.7,30.47
23.99,61.2,29.96
23.99,61.6,30.74
24.04,61.2,30.07
24.16,62.0,31.29
23.9,61.2,30.75
24.04,61.1,30.36
24.09,61.6,30.55
23.94,61.4,30.95
24.37,61.5,30.59
23.97,61.5,31.56
24.0,61.1,31.07
23.95,61.9,30.74
24.37,61.7,30.03
24.18,61.8,30.43
23.96,61.2,30.74
24.27,61.5,30.09
24.13,61.5,31.15
24.14,61.7,30.01
24.05,61.7,30.18
23.99,61.5,30.22
24.15,60.9,30.87
24.02,61.9,30.1
24.37,61.6,29.6
23.91,61.2,31.04
24.33,61.5,30.28
24.08,60.9,29.97
24.14,61.7,30.12
24.22,61.0,31.36
24.01,61.3,30.17
24.23,61.5,30.44
23.69,61.7,30.28
23.99,61.4,29.88
23.96,61.6,30.13
23.91,61.4,29.85
24.07,61.4,30.98
24.16,61.4,30.55
24.21,61.3,31.74
24.14,60.9,30.15
24.0,61.2,30.07
24.16,61.5,31.27
24.12,61.3,31.03
24.24,61.4,30.69
24.22,61.3,29.94
24.1,61.1,31.37
23.97,61.3,30.46
24.0,61.3,30.28
24.02,61.4,31.07
24.05,61.5,30.49
24.14,61.3,29.92
24.21,61.1,30.52
24.09,61.0,30.11
24.1,62.2,29.0
24.12,61.1,30.06
24.02,61.2,30.24
23.96,61.6,29.92
23.84,61.5,30.79
24.0,61.6,30.11
24.17,61.3,30.74
23.99,61.5,29.88
24.06,61.4,30.95
24.17,61.3,29.86
24.18,61.5,29.33
23.94,61.7,31.12
24.25,61.4,30.07
24.27,61.4,31.38
23.93,61.7,30.78
23.98,61.7,30.9
24.28,61.9,31.02
24.08,60.9,30.56
23.77,61.7,30.56
23.89,61.6,31.14
24.06,61.1,30.56
23.93,61.5,30.14
24.04,61.7,30.79
24.1,61.2,29.44
24.32,61.5,31.16
24.06,61.7,31.17
24.26,61.1,31.1
24.31,61.4,31.08
24.32,61.5,30.46
24.14,61.2,30.45
23.81,61.1,29.89
24.17,61.4,31.37
24.26,61.6,30.26
24.09,61.6,30.67
24.36,61.1,30.63
24.23,61.6,29.83
24.19,61.1,29.63
24.26,60.9,30.5
24.15,61.3,30.27
23.73,61.7,30.46
24.03,61.6,31.03
24.28,61.4,30.61
23.98,61.3,30.88
24.07,61.3,30.72
23.94,61.4,30.34
24.37,61.1,30.0
24.35,61.3,30.63
23.97,61.3,30.54
24.12,61.0,30.96
24.0,61.1,30.42
24.19,61.5,30.35
24.18,61.4,30.39
24.22,61.3,30.04
24.15,61.1,31.22
24.54,61.9,31.07
23.95,61.1,29.89
23.84,61.5,30.9
24.04,61.3,29.58
23.86,61.4,30.99
23.88,61.5,30.15
23.95,61.0,30.68
23.96,61.4,29.54
23.96,61.8,29.9
24.18,61.9,30.73
24.02,61.4,30.15
24.07,61.4,30.08
24.23,62.1,31.2
23.99,61.7,31.61
24.06,61.2,30.97
24.15,61.2,29.95
23.81,61.7,31.38
23.74,61.1,29.72
24.15,61.7,30.35
24.17,61.5,30.53
24.41,61.6,31.46
24.12,61.3,30.96
24.22,61.2,30.27
24.07,61.8,30.03
24.14,61.3,31.0
24.35,61.3,30.23
23.78,61.4,30.61
24.16,61.5,29.82
24.42,61.1,30.78
24.14,61.2,30.74
24.35,61.2,29.88
24.01,61.7,31.02
24.1,61.1,30.78
24.11,60.9,30.87
23.77,60.8,30.31
23.92,61.0,30.59
23.94,61.8,30.53
24.22,61.4,30.43
24.23,61.6,30.59
24.15,61.6,31.13
24.22,61.4,31.04
24.08,61.4,29.91
24.28,61.7,30.99
24.1,61.4,31.1
24.11,61.8,30.42
24.06,61.6,30.75
24.2,61.2,30.75
24.04,61.3,30.08
24.25,61.2,30.31
23.93,61.8,30.88
23.94,61.3,30.25
24.2,61.2,30.99
24.09,61.5,31.15
24.03,61.4,31.07
24.23,61.5,31.49
24.01,62.0,30.45
24.07,61.7,30.59
24.31,61.4,30.66
24.33,61.0,30.47
24.34,61.3,30.77
24.06,61.6,29.64
24.28,61.0,30.6
23.96,62.0,29.81
23.96,61.4,30.02
23.75,61.4,30.87
24.35,61.2,30.4
23.97,61.5,30.85
24.08,61.1,30.39
23.96,62.0,31.05
24.2,61.8,30.38
24.04,61.7,29.52
23.9,61.0,30.61
24.17,61.5,29.42
23.88,61.8,29.77
23.97,61.6,30.06
23.78,61.1,30.0
23.89,61.2,30.23
24.13,61.3,29.98
23.81,61.2,29.8
23.88,61.9,31.27
24.1,60.8,30.16
24.02,61.6,29.38
24.4,61.0,30.32
24.38,61.1,29.94
23.97,60.8,30.06
24.18,61.2,30.86
24.21,61.9,30.28
24.01,61.5,29.92
23.88,61.0,30.72
24.1,61.7,31.07
24.07,61.8,30.77
24.03,61.4,29.27
24.17,62.0,29.94
23.99,61.6,30.52
23.93,61.6,30.38
24.12,61.2,30.34
24.16,61.6,30.01
23.92,61.5,29.8
24.24,61.6,31.5
23.83,61.2,30.51
24.01,61.4,30.82
24.06,61.2,30.5
24.0,60.8,30.52
24.02,61.7,30.47
24.38,60.9,29.94
23.97,61.4,29.74
24.47,61.5,30.69
24.17,61.5,30.59
24.11,61.3,30.97
24.17,61.5,30.87
24.48,61.5,30.1
23.95,61.6,31.07
23.93,61.9,30.88
23.99,61.5,30.85
24.1,61.4,31.62
23.84,61.1,31.52
24.1,61.5,30.84
24.35,61.6,30.78
24.12,61.3,31.04
24.06,61.6,30.21
24.01,61.3,30.22
24.23,61.6,30.84
23.98,61.7,30.07
24.38,61.7,30.8
24.39,61.4,30.58
24.14,61.1,30.07
24.1,61.2,30.51
24.25,61.6,31.15
24.26,62.1,30.54
23.98,61.3,30.54
24.02,61.5,30.66
23.9,61.2,30.73
24.16,61.1,30.33
24.2,61.2,30.68
23.9,60.8,29.98
24.03,61.8,30.1
23.9,60.7,30.16
23.97,61.3,30.73
24.18,61.0,30.58
23.99,61.1,30.43
24.05,61.8,30.85
23.86,61.5,30.69
24.13,61.1,30.36
24.09,61.2,29.98
23.99,61.2,30.09
24.07,61.4,29.77
24.13,61.5,30.57
23.98,62.0,30.07
23.88,60.8,30.25
24.37,61.4,30.44
24.01,61.3,31.02
24.09,61.7,30.96
24.25,61.5,30.47
24.63,61.6,31.13
23.91,61.5,29.49
24.17,61.1,31.44
23.99,61.8,30.85
24.02,61.6,30.55
23.99,61.7,30.05
23.93,61.8,30.28
24.09,61.5,30.8
23.88,61.8,30.82
24.24,61.5,30.83
24.11,61.3,30.14
24.16,61.4,30.04
24.03,61.4,30.6
24.04,61.2,30.88
24.14,61.9,30.5
23.93,61.5,31.24
24.05,61.4,30.52
23.97,61.5,30.5
23.97,62.3,30.84
23.78,61.1,31.11
24.3,61.1,29.83
24.0,61.0,29.94
24.27,61.3,30.34
24.26,61.5,32.08
23.91,61.3,30.37
23.94,61.2,30.44
24.48,61.4,30.81
24.36,61.2,30.99
24.1,61.5,30.58
24.14,61.7,31.08
24.01,61.6,29.9
24.16,61.7,30.12
23.99,61.7,31.08
23.8,61.5,30.51
23.9,61.4,29.87
24.1,61.2,29.84
23.93,61.3,30.09
24.09,61.2,30.5
23.94,61.6,30.73
23.98,61.5,30.34
24.23,61.6,30.69
24.14,61.1,30.28
24.1,61.8,31.11
24.23,61.3,31.78
24.17,61.1,30.3
24.32,61.3,30.74
24.03,62.1,30.7
24.04,61.3,30.57
23.9,61.3,30.83
24.04,61.3,30.74
24.24,61.4,30.26
24.29,61.2,31.16
24.24,61.4,30.6
23.83,61.7,30.31
24.26,61.5,31.72
23.82,61.1,30.44
24.23,61.3,30.63
24.04,61.2,30.59
24.21,61.4,30.44
23.9,61.8,30.72
24.28,61.4,30.08
23.88,61.4,30.8
24.0,61.9,29.62
23.95,61.7,29.85
23.84,61.6,31.41
24.11,62.0,29.87
24.37,61.5,29.52
24.5,60.8,29.88
24.11,61.6,31.37
24.27,60.9,29.6
24.13,61.5,30.02
24.17,60.9,29.77
24.05,61.3,30.36
24.13,61.3,30.28
24.18,61.2,30.26
24.01,61.3,31.43
24.09,61.7,29.9
24.09,61.2,30.45
24.22,61.6,30.67
23.94,61.1,30.01
24.09,61.3,30.74
24.39,61.5,30.3
24.27,61.1,30.69
24.3,61.0,30.45
24.1,61.5,29.47
24.15,61.7,31.15
24.25,61.4,31.54
24.33,61.3,30.41
23.81,61.4,30.05
23.9,61.4,31.25
24.3,61.5,31.45
